titulo,textos,verdadeira
"“E, em nenhum momento, o governo deixou de tomar medidas importantes tanto para combater o coronavírus como para combater o caos na economia, que poderia gerar desemprego e fome.”","“E, em nenhum momento, o governo deixou de tomar medidas importantes tanto para combater o coronavírus como para combater o caos na economia, que poderia gerar desemprego e fome.”",1
“- Somos o 5º pais que mais vacina no mundo com 13 milhões de doses aplicadas.”,“- Somos o 5º pais que mais vacina no mundo com 13 milhões de doses aplicadas.”,1
"“- Para o corrente ano, já foram contratadas mais de 400 milhões de doses de vacinas para ser distribuído de forma voluntária para a população.”","“- Para o corrente ano, já foram contratadas mais de 400 milhões de doses de vacinas para ser distribuído de forma voluntária para a população.”",1
"“O maior projeto social do mundo [o auxílio emergencial], voltado para os mais necessitados.”","“O maior projeto social do mundo [o auxílio emergencial], voltado para os mais necessitados.”",1
"“Eu falei pessoalmente com a Pfizer, há três semanas. Conseguimos mais 100 milhões de doses até setembro do corrente ano.”","“Eu falei pessoalmente com a Pfizer, há três semanas. Conseguimos mais 100 milhões de doses até setembro do corrente ano.”",1
"“Contratamos até o final do corrente ano, 500 milhões de doses de vacina.”","“Contratamos até o final do corrente ano, 500 milhões de doses de vacina.”",1
"“Declarou aqui David Nabarro, emissário da OMS, Organização Mundial da Saúde. Abre aspas, e portanto, realmente apelamos a todos os líderes mundiais, pare de usar o lockdown, como seu método de controle primário. Desenvolva sistemas melhores para fazê-lo. Trabalhe em conjunto e aprenda uns com os outros. Mas lembre-se, lockdown tem apenas uma consequência, que você nunca deve diminuir. E isso está tornando as pessoas pobres, muito mais pobres. Diz então a OMS que a única consequência de lockdown é transformar as pessoas pobres em mais pobres.”","“Declarou aqui David Nabarro, emissário da OMS, Organização Mundial da Saúde. Abre aspas, e portanto, realmente apelamos a todos os líderes mundiais, pare de usar o lockdown, como seu método de controle primário. Desenvolva sistemas melhores para fazê-lo. Trabalhe em conjunto e aprenda uns com os outros. Mas lembre-se, lockdown tem apenas uma consequência, que você nunca deve diminuir. E isso está tornando as pessoas pobres, muito mais pobres. Diz então a OMS que a única consequência de lockdown é transformar as pessoas pobres em mais pobres.”",1
“Não deu certo [o lockdown]. Não estou afrontando ninguém.”,“Não deu certo [o lockdown]. Não estou afrontando ninguém.”,1
"“Estou seguindo aqui, diz que eu devia seguir a OMS, estou seguindo a OMS. Não podemos transformar os pobres em mais pobres.”","“Estou seguindo aqui, diz que eu devia seguir a OMS, estou seguindo a OMS. Não podemos transformar os pobres em mais pobres.”",1
"“Histórias tristes das pessoas, consequência do feche tudo. Consequência do estado de sítio, decretado por alguns governadores.”","“Histórias tristes das pessoas, consequência do feche tudo. Consequência do estado de sítio, decretado por alguns governadores.”",1
"“Sempre disse que temos que nos preocupar com vidas sim, mas também com emprego.”","“Sempre disse que temos que nos preocupar com vidas sim, mas também com emprego.”",1
"“Ah, está preocupado com a economia, não com vida. Tô preocupado com vida sim.”","“Ah, está preocupado com a economia, não com vida. Tô preocupado com vida sim.”",1
“Pesquisas sérias nos Estados Unidos mostram que a maior parte da população contrai o vírus em casa.”,“Pesquisas sérias nos Estados Unidos mostram que a maior parte da população contrai o vírus em casa.”,1
"“Se tivesse dado certo. O ano todinho fechado, não deu certo. É para continuar até quando?”","“Se tivesse dado certo. O ano todinho fechado, não deu certo. É para continuar até quando?”",1
"“Nós reconhecemos o vírus, que tem que ser combatido. Fazemos o possível.”","“Nós reconhecemos o vírus, que tem que ser combatido. Fazemos o possível.”",1
"“No tocante à vacina, somos um dos países que mais vacina no mundo.”","“No tocante à vacina, somos um dos países que mais vacina no mundo.”",1
“Tudo fizemos até o momento no combate ao vírus. Não só compra de vacinas desde o ano passado (...)”,“Tudo fizemos até o momento no combate ao vírus. Não só compra de vacinas desde o ano passado (...)”,1
"“(...) bem como o maior projeto social do mundo, que foi o auxílio emergencial.”","“(...) bem como o maior projeto social do mundo, que foi o auxílio emergencial.”",1
"“[Governadores e prefeitos] Tão aplicando aqui a legislação de estado de sítio, prevista na Constituição, que não basta eu decretar o estado de sítio, o Congresso tem que validar embaixo.”","“[Governadores e prefeitos] Tão aplicando aqui a legislação de estado de sítio, prevista na Constituição, que não basta eu decretar o estado de sítio, o Congresso tem que validar embaixo.”",1
“O Brasil é um dos cinco países que mais se vacinam no mundo.”,“O Brasil é um dos cinco países que mais se vacinam no mundo.”,1
"“Não se pode governadores e prefeitos usurparem da Constituição via decretos, via decretos. Retirar o direito de ir e vir das pessoas. Isso é para estado de sítio, estado de defesa.”","“Não se pode governadores e prefeitos usurparem da Constituição via decretos, via decretos. Retirar o direito de ir e vir das pessoas. Isso é para estado de sítio, estado de defesa.”",1
"“Qual era o objetivo do lockdown? Não era achatar a curva? Estamos há um ano achatando a curva. E achatar a curva para quê? Para dar tempo dos hospitais se prepararem com leitos, hospitais e respiradores.”","“Qual era o objetivo do lockdown? Não era achatar a curva? Estamos há um ano achatando a curva. E achatar a curva para quê? Para dar tempo dos hospitais se prepararem com leitos, hospitais e respiradores.”",1
“A Vitamina D é uma forma de você evitar que o vírus aí te atinja com gravidade. ”,“A Vitamina D é uma forma de você evitar que o vírus aí te atinja com gravidade. ”,1
“O Brasil já tem garantidos mais de 562 milhões de doses de vacinas contra a Covid-19 até o fim de 2021.”,“O Brasil já tem garantidos mais de 562 milhões de doses de vacinas contra a Covid-19 até o fim de 2021.”,1
“(...) a pronta-resposta em relação a falta de oxigênio no estado do Amazonas (...)”,“(...) a pronta-resposta em relação a falta de oxigênio no estado do Amazonas (...)”,1
"“Ligamos para, entramos em contato com países onde tinha muita malária, e a hidroxicloroquina era usada para isso. E nesses países, o Covid quase que não era percebido.O próprio medicamento, a hidroxicloroquina, para malária, naqueles países, por coincidência, tava servindo para combater a Covid.”","“Ligamos para, entramos em contato com países onde tinha muita malária, e a hidroxicloroquina era usada para isso. E nesses países, o Covid quase que não era percebido.O próprio medicamento, a hidroxicloroquina, para malária, naqueles países, por coincidência, tava servindo para combater a Covid.”",1
"“Depois eu fui acometido da Covid. Quando eu senti os sintomas, tava passando mal, segundo, terceiro dia, aqui eu tenho uma excelente equipe médica (...) e o médico falou que a hidroxicloroquina poderia ser consumida por mim. E eu tomei hidroxicloroquina, foi por volta das 17h de uma segunda-feira, se eu não me engano, no dia seguinte, que eu tomei a segunda dose às 5h, lá pelas 10h eu tava perfeitamente bem.”","“Depois eu fui acometido da Covid. Quando eu senti os sintomas, tava passando mal, segundo, terceiro dia, aqui eu tenho uma excelente equipe médica (...) e o médico falou que a hidroxicloroquina poderia ser consumida por mim. E eu tomei hidroxicloroquina, foi por volta das 17h de uma segunda-feira, se eu não me engano, no dia seguinte, que eu tomei a segunda dose às 5h, lá pelas 10h eu tava perfeitamente bem.”",1
"“Você pode ver, a hidroxicloroquina, em 2016, se eu não me engano, começou a ser usada por mulheres grávidas no tocante ao zika. E a TV Globo naquele momento, foi bem clara a TV Globo, numa matéria de 2016, que não causava qualquer reação adversa em quem tomasse a hidroxicloroquina. Arritmia... Não causava arritmia cardíaca.”","“Você pode ver, a hidroxicloroquina, em 2016, se eu não me engano, começou a ser usada por mulheres grávidas no tocante ao zika. E a TV Globo naquele momento, foi bem clara a TV Globo, numa matéria de 2016, que não causava qualquer reação adversa em quem tomasse a hidroxicloroquina. Arritmia... Não causava arritmia cardíaca.”",1
"“No ano passado, a Sociedade Europeia de Cardiologia disse que a hidroxicloroquina não causava arritmia.”","“No ano passado, a Sociedade Europeia de Cardiologia disse que a hidroxicloroquina não causava arritmia.”",1
"“Alguns outros, independente de receita médica, tão tomando a ivermectina. E é impressionante, eu converso com muita gente idosa, que fala: 'oh, tô tomando regularmente a ivermectina e eu, minha família, ninguém se contaminou'. Então parece que a ivermectina é preventiva e quando você a contrai, ela serve para curar a doença também.”","“Alguns outros, independente de receita médica, tão tomando a ivermectina. E é impressionante, eu converso com muita gente idosa, que fala: 'oh, tô tomando regularmente a ivermectina e eu, minha família, ninguém se contaminou'. Então parece que a ivermectina é preventiva e quando você a contrai, ela serve para curar a doença também.”",1
"“Agora nós sabemos que a vacina é um custo bilionário para o mundo todo e que grupos interessados em investir apenas na vacina é que deixam de lado a questão do tratamento preventivo, que existe, no caso, né? E também aquele, o tratamento logo após a contração da doença.”","“Agora nós sabemos que a vacina é um custo bilionário para o mundo todo e que grupos interessados em investir apenas na vacina é que deixam de lado a questão do tratamento preventivo, que existe, no caso, né? E também aquele, o tratamento logo após a contração da doença.”",1
"“[O CFM] Não fala em nebulização, que é uma novidade, que parece que nasceu em Manaus essa novidade.”","“[O CFM] Não fala em nebulização, que é uma novidade, que parece que nasceu em Manaus essa novidade.”",1
“Muita gente reclamando: eu quero vacina. Eu também quero.”,“Muita gente reclamando: eu quero vacina. Eu também quero.”,1
"“O Brasil é um país, o quinto país que mais vacina no mundo.”","“O Brasil é um país, o quinto país que mais vacina no mundo.”",1
“Também fechamos um acordo com a Pfizer e a Janssen para comprar 138 milhões de doses.”,“Também fechamos um acordo com a Pfizer e a Janssen para comprar 138 milhões de doses.”,1
"“[O governo] Não deixou, desde o ano passado, de fazer contratos para a compra de vacina.”","“[O governo] Não deixou, desde o ano passado, de fazer contratos para a compra de vacina.”",1
"“E agora? Tem-se aí um tratamento inicial, se fala outra palavra é crime, né? Você passou mal, tá com um pouco de dor de cabeça, dor nos olhos, um pouco de febre, resfriado, vai para o médico imediatamente. Alguns nem vão: tomam o remédio para matar piolho. Se falar o nome não pode. O remédio de matar piolho.”","“E agora? Tem-se aí um tratamento inicial, se fala outra palavra é crime, né? Você passou mal, tá com um pouco de dor de cabeça, dor nos olhos, um pouco de febre, resfriado, vai para o médico imediatamente. Alguns nem vão: tomam o remédio para matar piolho. Se falar o nome não pode. O remédio de matar piolho.”",1
